Latitude,Longitude
41.882123956,-87.706153898
41.764861109,-87.620065407
41.971224468,-87.745227361
41.898640481,-87.702451388
41.8966197,-87.641748626
41.916520776,-87.638098448
41.901487821,-87.706746857
42.016955149,-87.679060083
41.722460108,-87.576090212
41.749544921,-87.669480384
41.771279982,-87.685862751
41.792525202,-87.615923018
41.879461181,-87.682814643
41.722460108,-87.576090212
41.852884307,-87.622810205
41.8232509,-87.654429444
41.713517871,-87.646652374
41.832384884,-87.623286482
41.80128203,-87.668818274
41.893763001,-87.765353356
41.889501311,-87.644972855
41.949108324,-87.826862715
41.887571335,-87.702156331
41.909664252,-87.742728815
41.812472959,-87.705359204
41.976485897,-87.696509238
41.728843787,-87.589174378
41.653745791,-87.599937561
41.882185074,-87.679713374
41.653753766,-87.59989722
41.769348928,-87.614923951
41.90469007,-87.759731564
41.778840927,-87.711267556
41.855947695,-87.667364371
41.928353487,-87.642126242
41.876509107,-87.725526606
41.894567964,-87.708966831
41.818581848,-87.644573617
41.885557376,-87.65364901
41.910302064,-87.68885364
41.910302064,-87.68885364
41.779274948,-87.676821816
41.733226633,-87.544364336
41.865541907,-87.768294247
41.954482795,-87.716606409
41.921324965,-87.681926615
41.984109031,-87.660855375
41.827161886,-87.611731628
41.87968721,-87.731830814
41.877614406,-87.751363015
41.749268788,-87.572282851
41.904560965,-87.672410051
41.997372091,-87.786483907
42.019411121,-87.677124936
41.90982859,-87.677447594
41.869584206,-87.719633377
41.985777144,-87.669279192
41.921739148,-87.709062108
41.88012367,-87.74940138
41.882655214,-87.669341856
41.994913946,-87.881937669
41.772736882,-87.585063613
41.943798856,-87.668773982
41.81811276,-87.60674129
41.929377002,-87.771347381
41.883938847,-87.683132783
41.88895519,-87.714904997
42.009294803,-87.674031424
41.775947649,-87.588857404
41.943102026,-87.769903614
41.764929409,-87.576272815
41.706987561,-87.637269681
41.779631054,-87.596180489
41.861335178,-87.625690175
41.974861952,-87.890372151
41.875734776,-87.623552228
41.744872702,-87.664977363
41.87105086,-87.697163991
41.887627034,-87.743075067
41.746115711,-87.646338104
41.785750126,-87.68869821
41.813589851,-87.703349075
41.783066326,-87.667547106
41.773297415,-87.665316571
41.99981854,-87.660686313
41.93406136,-87.720901022
41.689790727,-87.629019593
41.893946946,-87.759298803
41.87766908,-87.629284766
41.969123378,-87.714608221
41.799374792,-87.733136246
41.797728859,-87.761229144
41.892257244,-87.646926569
41.74178006,-87.556362447
41.693783605,-87.612184541
41.751042223,-87.568655823
41.905943757,-87.749842091
42.01006243,-87.817570588
41.872310326,-87.742870872
41.796430645,-87.734278581
41.764210745,-87.648025495
41.940318272,-87.644408194
41.752006389,-87.612522704
41.807502166,-87.620560943
41.923609,-87.650426892
41.859838121,-87.718889601
41.88978461,-87.673124306
41.689150119,-87.531667908
41.863791576,-87.694559683
41.851642726,-87.716648306
41.898254269,-87.677117923
41.755675572,-87.675182238
41.735434996,-87.647279966
41.841501478,-87.725692875
41.896774009,-87.640942565
41.752455037,-87.610113576
41.755409918,-87.551349331
41.787351903,-87.703378677
41.961820666,-87.651555905
41.861559271,-87.65976218
41.829640971,-87.671599852
41.793895354,-87.617363602
41.967612061,-87.778086234
41.776400433,-87.570448042
41.783944066,-87.683770059
41.903769788,-87.63969883
41.766897557,-87.575098672
41.693722622,-87.613400828
41.793961228,-87.644290868
41.890849308,-87.706410113
41.940556673,-87.672358238
41.741047754,-87.64007146
41.903478069,-87.631433102
41.765925925,-87.564340689
41.983729989,-87.668807608
41.959239131,-87.653535714
41.925188723,-87.718229876
41.97828459,-87.78903777
41.776225224,-87.76246515
41.777236936,-87.692552344
41.943028995,-87.64936326
41.899057942,-87.721790246
41.81168892,-87.667496554
41.740732403,-87.733774245
41.908828924,-87.672527672
41.766888483,-87.621729137
41.811221941,-87.615039491
41.898969952,-87.644228369
41.787351903,-87.703378677
41.838982099,-87.646299864
41.862520701,-87.652938558
41.901140027,-87.692949675
41.850653433,-87.735597126
41.752821432,-87.561404022
41.874060099,-87.705924314
41.702307798,-87.542563564
41.751084412,-87.655369983
41.928767748,-87.706660033
41.892628411,-87.63115524
41.886135205,-87.773423179
41.751464464,-87.644063902
41.724082186,-87.558011674
41.89223972,-87.648127757
41.910936301,-87.713333539
41.905584961,-87.648132017
41.784166366,-87.691093707
41.809412122,-87.614824955
41.807408638,-87.689295411
41.875755123,-87.621962097
41.912569569,-87.728858564
41.76303641,-87.628109185
41.945993442,-87.757534561
41.912357382,-87.747215593
41.83337848,-87.641299669
41.737198896,-87.641215699
41.961087942,-87.63556624
41.876199058,-87.678125703
41.809125265,-87.631906508
41.88107271,-87.696642296
41.879277168,-87.762797382
41.88548283,-87.633921684
41.778767609,-87.686073411
41.932052874,-87.767487112
41.972134016,-87.65630006
41.923672617,-87.786301606
41.901680889,-87.628345154
41.82052103,-87.693757231
41.86514907,-87.627373598
41.772488647,-87.575245451
41.769310511,-87.572716842
41.844525733,-87.704297176
41.778045176,-87.703227793
41.975862946,-87.83911785
41.797641254,-87.668023392
41.836069707,-87.613033345
41.747980468,-87.654882275
41.872713129,-87.711558815
41.868012627,-87.723404254
41.969432048,-87.679204642
41.947207254,-87.687055795
41.99439719,-87.701959055
41.963626362,-87.653408187
41.862531397,-87.652428164
41.92357503,-87.798204443
41.806999742,-87.606511089
41.889259525,-87.717406788
41.805263266,-87.586504488
41.893469034,-87.632648229
41.998116778,-87.667212152
41.878690363,-87.706055281
41.968763818,-87.688661831
41.713410777,-87.653564811
41.903356379,-87.666736015
41.703779727,-87.526516836
41.744027844,-87.55761053
41.913119765,-87.698098432
41.895424633,-87.665635807
41.782693696,-87.648507025
41.735777995,-87.58400525
41.796672584,-87.667087242
41.897752333,-87.718827487
41.9771126,-87.655007959
41.875769294,-87.753883956
41.695982095,-87.596653142
41.917656022,-87.688750258
41.752860968,-87.559937621
41.700378538,-87.563990631
41.787332474,-87.687523652
41.715713748,-87.643057853
41.870904543,-87.627501193
41.847285069,-87.707558659
41.699584978,-87.628081503
41.874381838,-87.641536792
41.846564745,-87.687001692
41.88173649,-87.751406401
41.749407184,-87.581633336
41.750787493,-87.70852242
41.957046467,-87.74925116
41.990488161,-87.748331235
41.868116071,-87.632378118
41.743204538,-87.654276649
41.923783122,-87.778448036
41.915714323,-87.654670179
41.719315514,-87.631030576
41.873714953,-87.66658514
41.807408638,-87.689295411
41.813186159,-87.694354769
41.793835404,-87.624067834
41.875499898,-87.754881457
41.808621184,-87.61957285
41.7661636,-87.584113638
41.777646126,-87.610739838
41.714859474,-87.66191508
41.999659094,-87.683019265
42.000795818,-87.680230027
41.935735802,-87.699248605
41.871398928,-87.720291593
41.850862373,-87.700326099
41.800451725,-87.605184092
41.917656022,-87.688750258
41.766104482,-87.657785111
41.858643312,-87.6239505
41.881183664,-87.685081252
41.774222681,-87.607049903
41.986989467,-87.840745861
41.860638374,-87.729032203
41.851955446,-87.691579573
41.884276844,-87.622098929
41.972085624,-87.709262071
41.760940727,-87.621589599
41.72806588,-87.64947583
41.96554838,-87.763517488
41.736930377,-87.584391221
41.87692822,-87.738484491
41.970875157,-87.661093881
41.885730611,-87.625542215
41.925160357,-87.667394686
41.96630467,-87.657119255
41.877111878,-87.723791419
41.855014572,-87.725238294
41.905529073,-87.667554656
41.736531667,-87.612589514
41.837227841,-87.66573101
41.881446731,-87.627752399
41.975370278,-87.744023432
41.751901051,-87.553528478
41.813803157,-87.704715262
41.77672508,-87.784509214
41.871395543,-87.681794952
41.782693696,-87.648507025
41.70193321,-87.700020181
41.890540948,-87.645817429
41.945039683,-87.654774622
41.921606937,-87.665565006
41.766592052,-87.621721416
41.896772914,-87.621464432
41.889533559,-87.749374451
41.773811253,-87.722636843
41.868256175,-87.632402287
41.879924884,-87.681833166
41.882394062,-87.627844798
41.934280352,-87.723376013
41.857969611,-87.655534354
41.779112173,-87.693695901
41.764083357,-87.693016796
41.787712264,-87.696070853
41.756017923,-87.552379145
41.867756268,-87.698382514
41.968482007,-87.705149403
41.886792861,-87.648204327
41.770976444,-87.573983875
41.90950992,-87.75500067
41.892539354,-87.750621538
41.947225886,-87.655545441
41.864493678,-87.639158
41.891062111,-87.617043461
41.825010555,-87.617020709
41.891809223,-87.634073037
41.981051896,-87.668375719
41.948980273,-87.658482393
41.867756268,-87.698382514
41.976182125,-87.876421145
41.856054492,-87.661669985
41.899582615,-87.747148767
41.974497013,-87.803581506
41.891133566,-87.624134682
41.890724284,-87.642528399
41.891133566,-87.624134682
41.934120528,-87.725839914
41.893646656,-87.631177143
41.790368782,-87.666111103
41.701595532,-87.63149807
41.793271086,-87.656066074
41.751827103,-87.559231739
41.866215538,-87.721930788
41.908263104,-87.638503994
41.866371702,-87.708624478
41.845490016,-87.707502749
41.868099304,-87.632778484
41.97835911,-87.669672552
41.809860998,-87.645565723
41.725803425,-87.662786572
41.893007898,-87.632631233
41.808875912,-87.608973127
41.731338797,-87.554051998
41.880681639,-87.729408899
41.887129616,-87.754255061
41.754531232,-87.583380353
41.722352508,-87.584377376
41.860313587,-87.716462214
41.953972726,-87.698545833
41.883296347,-87.731393013
41.924823292,-87.647889456
41.694130516,-87.611052928
41.836600771,-87.61677038
41.907804367,-87.62852392
41.921205173,-87.716893892
41.921205173,-87.716893892
41.862405884,-87.714639603
41.930906002,-87.644017035
41.884470703,-87.633102775
41.686825505,-87.666991667
41.912659462,-87.682062495
41.905892931,-87.72575493
41.934558995,-87.703821204
41.680692908,-87.662446079
41.88285877,-87.700036086
41.861697812,-87.731151432
42.021726063,-87.670715935
41.72770226,-87.630151611
41.757865688,-87.556553285
41.969395084,-87.794055642
41.754345523,-87.60528033
41.882185074,-87.679713374
41.852884307,-87.622810205
41.884512629,-87.769908217
41.775780991,-87.608282472
41.939216164,-87.746877814
41.778877155,-87.708840106
41.969082588,-87.655391011
41.883568496,-87.725749815
41.867430279,-87.626155308
41.80736865,-87.692941739
41.759653407,-87.592040245
41.931890201,-87.718757179
41.868289635,-87.700051402
41.80807526,-87.666173157
41.779779505,-87.586448286
41.940672017,-87.651259311
41.762288629,-87.600275297
41.861794637,-87.709193991
41.781820965,-87.692250053
41.939300241,-87.711739358
41.894918876,-87.757200193
42.019399237,-87.675049485
41.82100531,-87.69546937
41.779307977,-87.674442028
41.762943707,-87.562825838
41.900860021,-87.724722698
41.75076003,-87.58287821
41.886816645,-87.629896796
41.879542637,-87.625144154
41.879542637,-87.625144154
41.879953451,-87.686400948
41.888081232,-87.628024615
41.684648775,-87.630067791
41.778401943,-87.698245486
42.008343077,-87.661810735
41.910214574,-87.697278585
41.920651021,-87.773169305
41.707756212,-87.580708771
41.806257694,-87.672196318
41.763609267,-87.701565656
41.799808989,-87.723350952
41.94595442,-87.653074023
41.805533178,-87.589615334
41.772866978,-87.62107284
41.779219485,-87.68639517
41.737158469,-87.663097148
41.890128925,-87.765212935
41.746817035,-87.74127748
41.839398408,-87.640225628
41.897819723,-87.765501067
41.994590446,-87.65734596
41.998434142,-87.677049865
41.87851302,-87.766424778
41.888993854,-87.626934833
41.736027782,-87.646823001
41.703787141,-87.605294344
41.910047701,-87.712416337
41.837651726,-87.658434985
41.993885327,-87.705197628
41.984506698,-87.655216366
41.740575065,-87.584429482
41.740067229,-87.561190382
41.881446731,-87.627752399
41.940510231,-87.707658764
41.87851302,-87.766424778
41.837310299,-87.700661497
41.85491216,-87.6767316
41.735066839,-87.650896405
41.799520795,-87.723342683
41.735066839,-87.650896405
41.853856172,-87.631803395
41.714499875,-87.559764047
41.951187878,-87.65034213
41.895513292,-87.710724325
41.909862395,-87.728079543
41.680692908,-87.662446079
41.909240284,-87.65274758
41.868256175,-87.632402287
41.890128925,-87.765212935
41.762318855,-87.597276689
41.702282173,-87.535283936
41.96778021,-87.661181578
41.962214694,-87.667729631
41.733234614,-87.661775041
41.908707277,-87.746088083
41.945540915,-87.707253021
41.829912444,-87.692372189
41.984506698,-87.655216366
41.909240284,-87.65274758
41.750787418,-87.607647625
41.881582612,-87.626197575
41.799809848,-87.742950106
41.867186091,-87.716627446
41.887076638,-87.627991596
41.80617414,-87.673414909
41.802399566,-87.59392071
41.879396635,-87.632658775
41.771721621,-87.699609116
41.989453638,-87.690851408
41.957995991,-87.681450338
41.852750046,-87.640815604
41.905900251,-87.753714435
41.653965752,-87.602156207
41.853910939,-87.625522419
41.933780135,-87.777269865
41.882389156,-87.624374606
41.653083749,-87.55194424
41.780150058,-87.700732378
41.820982288,-87.601400234
41.697693835,-87.628032593
41.888620109,-87.720997371
41.915715874,-87.74605323
41.784937823,-87.612069628
41.930529297,-87.648938215
41.687124617,-87.623890195
41.735387221,-87.690755539
41.932706762,-87.649616882
41.909812904,-87.731717071
41.89488209,-87.627681669
42.019398729,-87.67543958
41.917656022,-87.688750258
41.953552346,-87.7357763
41.808614751,-87.664091468
41.899768244,-87.66366212
41.88434515,-87.753354776
41.851988576,-87.689164064
41.907346819,-87.701248884
41.963070794,-87.655984213
41.881864947,-87.74110472
41.791561018,-87.780557956
41.966176072,-87.674649016
41.874112944,-87.670865933
41.984109031,-87.660855375
41.877684757,-87.745777328
41.927201829,-87.646394079
41.990409975,-87.704977986
41.78210152,-87.586502002
41.762582555,-87.641478126
41.851395612,-87.734779046
41.791750424,-87.662088697
41.855729314,-87.722368377
41.692466898,-87.681176287
41.778047465,-87.586387726
41.939598666,-87.757933916
41.781428376,-87.615654415
41.879396635,-87.632658775
41.721224132,-87.662013664
41.881524451,-87.662706932
41.863457262,-87.652605569
41.729069704,-87.577954232
41.663833626,-87.554412713
41.896772914,-87.621464432
41.808500903,-87.616562762
41.969090767,-87.728052386
41.896083132,-87.629765732
41.755951791,-87.610195265
41.779434852,-87.607170744
41.775135679,-87.753140912
41.995576027,-87.655555029
41.894389546,-87.653852879
41.92682903,-87.639162462
42.021140078,-87.66903649
41.783463557,-87.725339189
41.913410331,-87.637441494
41.757223644,-87.562274867
41.887709569,-87.64868665
41.893481171,-87.658501324
41.938875584,-87.662613574
41.917881821,-87.742454641
42.002589628,-87.673357469
41.85699266,-87.659733015
41.653671781,-87.542822095
41.883212889,-87.629804125
41.796140017,-87.601228222
41.977075453,-87.659884925
41.774415289,-87.598498503
41.765173854,-87.646164154
41.891076332,-87.657883912
41.791074482,-87.621821063
41.996402213,-87.657448186
41.892538633,-87.713786953
41.708190922,-87.627145126
41.953311263,-87.756240817
41.730936995,-87.573136738
41.93904833,-87.656510483
41.779975054,-87.630937377
41.780946398,-87.621995369
41.881888838,-87.738824064
41.867806513,-87.657185376
41.974773411,-87.806396207
41.754209909,-87.550433015
41.726756375,-87.540098793
41.684364195,-87.628859121
41.811018598,-87.611494674
41.879689031,-87.731654537
41.722421445,-87.604486948
41.763417681,-87.584706393
42.000543176,-87.660715471
41.808634077,-87.645527495
41.895530762,-87.708887667
41.888993854,-87.626934833
41.836762456,-87.648675825
41.793296677,-87.645134091
42.019399237,-87.675049485
41.897389871,-87.75688781
41.749358275,-87.610796975
41.803644557,-87.70384629
41.88895519,-87.714904997
41.843985432,-87.617627512
41.943898575,-87.815516442
41.815399239,-87.66514337
41.840112168,-87.718340715
41.802525677,-87.659948032
41.780069926,-87.684883407
41.939300241,-87.711739358
41.877469064,-87.648395724
41.838385071,-87.620383478
41.941034149,-87.639335535
41.880127478,-87.772183049
41.65543532,-87.596778721
41.885702079,-87.642031644
41.813803157,-87.704715262
41.749649847,-87.657352992
41.942485675,-87.665214869
41.936209151,-87.744325294
41.794406612,-87.583931489
41.966409353,-87.648852157
41.776832515,-87.683577859
41.986591238,-87.771370448
41.839816207,-87.617516172
41.70953478,-87.619897253
41.786639636,-87.673296271
41.750621289,-87.603948154
41.909325455,-87.769781921
41.756115887,-87.605326291
41.895559762,-87.65358704
41.70953478,-87.619897253
41.839816207,-87.617516172
41.891308785,-87.614359614
41.946049608,-87.752884068
41.979237537,-87.668298974
41.992654757,-87.666080935
41.808689651,-87.65859968
41.983068616,-87.709390221
41.899252369,-87.621249562
41.87939118,-87.633114168
41.924673521,-87.711230943
41.857367754,-87.644777958
41.880704482,-87.630224558
41.721224132,-87.662013664
41.892527477,-87.719887592
42.009200477,-87.661080534
41.773945055,-87.73239822
41.734995437,-87.545778898
42.01396181,-87.810267816
41.707160552,-87.623823775
41.741834992,-87.555152602
41.878840427,-87.639582928
41.743037132,-87.665985752
41.844000177,-87.628442902
41.888092864,-87.755348129
41.72653995,-87.62233209
41.654129358,-87.605015866
41.749480215,-87.659777095
41.878631263,-87.764808046
41.805211965,-87.585789862
41.821189208,-87.624771278
41.921117436,-87.765882468
41.825705454,-87.613604484
41.888186183,-87.75535096
41.811165468,-87.618744949
41.777650879,-87.782990827
41.777650879,-87.782990827
41.777650879,-87.782990827
41.936275601,-87.668539693
41.99012755,-87.670852477
41.954035844,-87.796424031
41.67443174,-87.616320857
41.911780616,-87.788350332
41.887204946,-87.698913448
41.78018541,-87.703170178
41.883183998,-87.655572726
41.980974046,-87.844569423
41.894580537,-87.707747298
41.95616177,-87.665976451
41.955498408,-87.721784046
41.97912164,-87.655056515
41.94660531,-87.649464718
41.736148121,-87.629070243
41.880704482,-87.630224558
41.760160698,-87.583520062
41.929820607,-87.772273249
41.891497965,-87.680007749
41.87692822,-87.738484491
41.925398449,-87.652311296
41.89551514,-87.710559023
41.772217919,-87.66232171
41.825213448,-87.692228274
41.976390675,-87.655438546
41.893646656,-87.631177143
41.817570192,-87.665183168
41.984109031,-87.660855375
41.855524939,-87.6978538
41.757436745,-87.588334702
41.844753941,-87.729431266
41.892256138,-87.677733913
41.921044561,-87.708503015
41.93467909,-87.636706827
41.857711515,-87.671985974
41.874180626,-87.66785807
41.777630834,-87.739824619
41.693480828,-87.642413207
41.855938517,-87.729755531
41.777388882,-87.650796195
42.015498496,-87.683012475
42.021808004,-87.665441309
41.789805226,-87.648688023
41.794583557,-87.708485965
41.930861708,-87.797188041
41.826502965,-87.608198422
41.746858579,-87.715292186
41.87105086,-87.697163991
41.947225886,-87.655545441
41.785023944,-87.615742651
41.750015145,-87.640359773
41.896375946,-87.6242787
41.889534902,-87.749098991
41.79432621,-87.643832227
41.878726718,-87.678162308
41.856699906,-87.661288815
41.744520011,-87.647505722
41.891780948,-87.632585879
41.768788957,-87.625513163
41.885325435,-87.627930066
41.93206471,-87.777211263
41.975559264,-87.654987667
41.962064267,-87.732501636
41.881888838,-87.738824064
41.936572103,-87.640707032
41.910108908,-87.707514877
41.926857248,-87.75739064
41.894945606,-87.754874977
41.889992936,-87.76214012
41.933296514,-87.669210105
41.868829303,-87.686098247
41.847681516,-87.724647102
41.766824095,-87.628199667
41.879717064,-87.729153592
41.923672617,-87.786301606
41.96010544,-87.677446991
41.782171326,-87.734282996
41.778621919,-87.693378139
41.967797889,-87.681861535
41.74800721,-87.664593056
41.884352808,-87.623287922
41.722434522,-87.632168804
41.722434522,-87.632168804
41.873511069,-87.719603157
42.017938142,-87.682056576
41.924248208,-87.74561855
41.759327126,-87.586154041
41.974861952,-87.890372151
41.68524029,-87.629413356
41.697765205,-87.628035475
41.893032464,-87.657330742
41.665418034,-87.622741453
41.685474655,-87.607964681
41.881262573,-87.680119369
41.661890636,-87.553199166
41.909618829,-87.676277805
41.964935676,-87.775660614
41.879410537,-87.631340358
41.970455453,-87.763050869
41.77819478,-87.617281629
41.830726062,-87.647921908
41.862820065,-87.718178227
41.863597309,-87.717781635
41.863473532,-87.651647229
41.692358646,-87.623096746
41.851419826,-87.733108763
41.891308785,-87.614359614
41.81811276,-87.60674129
41.716330322,-87.556507896
41.72770226,-87.630151611
41.884671758,-87.726282871
41.742986856,-87.640340078
41.940868498,-87.680816194
42.017163906,-87.677652195
41.877613754,-87.751234503
41.968700929,-87.706040806
41.830455105,-87.620537527
41.742620493,-87.663241882
41.765701532,-87.67488184
41.797296285,-87.633069706
41.72770226,-87.630151611
41.839889376,-87.714669384
41.77132711,-87.661568491
41.765957198,-87.702847567
41.806910734,-87.608929243
41.797083503,-87.709477538
41.717334211,-87.531658377
41.764466337,-87.697242965
41.877882471,-87.733591923
41.94059297,-87.654127089
41.939712745,-87.706850596
41.991203291,-87.687225232
41.799124625,-87.644066854
41.956875902,-87.797554615
41.96552298,-87.765591543
41.751528912,-87.548046864
41.841214359,-87.637831629
41.893817009,-87.758010784
41.903995089,-87.761794926
41.841350479,-87.626860911
41.803466906,-87.603763561
41.748539316,-87.662659963
41.874497206,-87.717218085
41.918064632,-87.691149118
41.801692642,-87.742991505
41.786644294,-87.619020988
41.698031498,-87.624927436
41.817429018,-87.690456991
41.758365623,-87.561509844
41.978059641,-87.708736676
41.969653309,-87.695606508
41.845215788,-87.723352908
41.825735567,-87.610969821
41.80603435,-87.675837129
41.865650668,-87.721499289
41.839410287,-87.646313633
41.868107536,-87.632778394
41.868107536,-87.632778394
41.969653309,-87.695606508
41.686891141,-87.618100936
41.813352713,-87.672380138
41.779232785,-87.685346466
41.823192301,-87.61853419
41.762444912,-87.582826372
41.765063915,-87.598253331
41.798646032,-87.66714015
41.697126147,-87.624527265
41.746980538,-87.600214942
41.802132606,-87.613677631
41.81337441,-87.669955184
41.840015673,-87.731729078
41.685403869,-87.615045835
41.893179585,-87.634686145
41.867189292,-87.716201538
41.836877751,-87.648681936
41.976851852,-87.654999693
41.883122702,-87.746087392
41.963747693,-87.715667704
41.722370781,-87.650290817
41.884433858,-87.641968197
41.725699976,-87.559439217
41.782199741,-87.607825182
41.938566221,-87.767194306
41.803151494,-87.733244042
41.844361092,-87.716442982
41.789128694,-87.693669675
41.750490827,-87.654302474
41.992838438,-87.799846509
41.799123492,-87.648926253
41.777635185,-87.615561058
41.947897701,-87.653137911
41.781811321,-87.594674264
41.738640275,-87.553886785
41.969035858,-87.659105472
41.777709298,-87.615563898
41.877981539,-87.644608125
41.853446007,-87.728575018
41.766298026,-87.631024266
41.750469033,-87.607640217
41.734737444,-87.545774722
41.807972848,-87.669812844
41.715925722,-87.630939286
41.748081421,-87.567052908
41.733932151,-87.603356625
41.758142277,-87.584573457
41.980962814,-87.845154294
41.964751277,-87.778949421
41.77829544,-87.690935977
41.890777731,-87.634580101
41.701777096,-87.53408175
41.802101704,-87.587747851
41.793206643,-87.651204145
41.748081421,-87.567052908
41.983856385,-87.668835718
41.874494994,-87.717317244
41.763369893,-87.645087441
41.684379906,-87.620724351
41.768514896,-87.6282508
41.939290467,-87.658952119
41.701150101,-87.607938676
41.882970502,-87.690020737
41.917866751,-87.744328653
41.800763793,-87.70800049
41.890030255,-87.773620544
41.86706401,-87.764209315
41.939290467,-87.658952119
41.852542589,-87.727948529
41.958449129,-87.70815613
41.909855173,-87.771478233
41.777783389,-87.615563072
41.874497206,-87.717218085
41.856071543,-87.717593185
41.94594016,-87.808240064
41.755008548,-87.730148696
41.964734928,-87.716051602
41.862531111,-87.724205254
41.88046703,-87.725661689
41.840492863,-87.700020957
41.78995277,-87.699257238
41.926714681,-87.644782411
41.793224149,-87.649993808
41.883216931,-87.628673023
41.909894243,-87.772734332
41.862906635,-87.65091903
41.970514812,-87.83665128
41.920727932,-87.664475519
42.017532073,-87.668190845
41.804689587,-87.751634644
41.81811276,-87.60674129
41.929932689,-87.771063207
41.700919349,-87.534652637
41.692617553,-87.717949958
41.805493631,-87.73086377
41.89605204,-87.708864224
41.747958924,-87.651243606
41.901640138,-87.723830018
41.884494554,-87.627138636
41.983856385,-87.668835718
41.947225886,-87.655545441
41.689045293,-87.655662965
41.700789401,-87.65074995
41.759364581,-87.646691614
41.702329159,-87.647555088
41.947163889,-87.658064114
42.019461888,-87.682184551
41.959803502,-87.731019117
41.912843356,-87.780464288
41.858543875,-87.625625508
41.761971579,-87.579272844
41.840433167,-87.734950945
41.906132511,-87.670825222
42.004412214,-87.671528451
41.825642379,-87.617564012
41.893623838,-87.716564173
41.749480215,-87.659777095
41.886241131,-87.739338255
41.726528386,-87.629816395
41.749402948,-87.608304528
41.889134134,-87.648737546
41.90261354,-87.696872817
41.88679038,-87.648248423
41.884650262,-87.627915459
41.75852909,-87.608517015
41.777783389,-87.615563072
41.779201945,-87.681834433
41.840145169,-87.712233837
41.890497021,-87.645814228
41.695982095,-87.596653142
41.930896787,-87.697587655
41.942251221,-87.643207502
42.00552183,-87.662241448
41.671758495,-87.651452043
41.733104108,-87.551330517
41.891284721,-87.64583149
41.89036711,-87.626673634
41.938882125,-87.742742299
41.730923058,-87.574349545
41.943516577,-87.657554919
41.90322641,-87.675127449
41.893223483,-87.63153437
41.891694878,-87.626155832
41.884088931,-87.760261066
41.779975054,-87.630937377
41.884276844,-87.622098929
41.88233367,-87.627841791
41.874165851,-87.620577113
41.747490124,-87.573472839
41.975370278,-87.744023432
41.896685066,-87.627683859
41.884930978,-87.716221792
41.730274644,-87.603892613
41.75740583,-87.64177196
42.002478396,-87.66929687
41.889976467,-87.634588834
41.882470918,-87.627847625
41.875321281,-87.62059365
41.949198927,-87.740860514
41.79607539,-87.583970725
41.875176533,-87.633648526
41.912871434,-87.635463406
41.968093157,-87.760939193
41.896888586,-87.628203192
41.899734047,-87.624142375
41.867428687,-87.626342565
41.963070794,-87.655984213
41.692659589,-87.617637943
41.864351493,-87.724382549
41.880658446,-87.731263542
41.782951712,-87.604362828
41.855096896,-87.620711796
41.764904713,-87.576273105
41.782951712,-87.604362828
41.916274036,-87.717962767
41.818201166,-87.697540583
41.707220815,-87.619816632
41.970804794,-87.769328587
41.92046017,-87.67083136
41.705394244,-87.535285735
41.8945086,-87.622742041
41.678147918,-87.678934168
41.900505589,-87.699285044
41.93592664,-87.644260671
41.72770226,-87.630151611
41.931463882,-87.653819694
41.907926167,-87.64819515
41.916977388,-87.713524915
41.906276004,-87.670011875
41.715863801,-87.636998103
41.798139075,-87.799707691
41.968851501,-87.720711307
41.891694878,-87.626155832
41.947250041,-87.653596936
41.900865856,-87.66742311
41.968864189,-87.719490358
41.854864309,-87.724846958
41.74940415,-87.56376467
41.968211245,-87.653293245
41.873891377,-87.620569148
41.945863902,-87.767912706
41.894439594,-87.712622632
41.972632132,-87.698823941
41.929494816,-87.683916158
41.873762361,-87.620563238
41.885112119,-87.624484053
41.692360036,-87.641773474
41.787653772,-87.733106247
41.894078738,-87.627797026
41.882113258,-87.747785853
41.837864806,-87.72559517
41.994758989,-87.7144777
41.885364284,-87.736415804
41.848841524,-87.638428023
41.918711651,-87.76551063
41.739969363,-87.707000439
41.924902436,-87.766025313
41.754592961,-87.741528537
41.889060476,-87.646512736
41.931582515,-87.742747165
41.76573639,-87.66381882
41.791950089,-87.800760135
41.95412966,-87.680530214
41.857453218,-87.622322809
41.803361576,-87.596719106
41.783530913,-87.636222431
41.841622651,-87.617191438
41.81811276,-87.60674129
41.758174759,-87.549934016
41.867819248,-87.68606805
42.021843762,-87.665455656
41.747824891,-87.643959918
41.9066185,-87.754655732
41.816942173,-87.626285485
41.780049595,-87.626089619
41.737346167,-87.642430547
41.839816207,-87.617516172
41.910066171,-87.71075927
41.977016728,-87.656432228
41.979402064,-87.710345464
41.654129358,-87.605015866
41.858442215,-87.707875716
41.739004946,-87.64491897
41.903623633,-87.648726045
41.889533428,-87.749348744
41.77346533,-87.574786699
41.748953003,-87.602691758
41.808832697,-87.603878746
41.8634377,-87.723873589
41.992619432,-87.717709805
41.682491927,-87.650580942
41.688218178,-87.537357913
41.727615205,-87.546865483
41.775471811,-87.689999966
41.974896478,-87.725779863
41.990615196,-87.683188577
41.963376428,-87.654763932
41.90416925,-87.628685126
41.989081079,-87.6993595
42.012915394,-87.674685821
41.736648401,-87.604989278
41.867251542,-87.639594427
41.780500767,-87.69221554
41.949520997,-87.786411512
41.769925563,-87.637267875
41.86821682,-87.6304532
41.782324589,-87.653358071
41.951771759,-87.764489412
41.747147543,-87.569816049
41.745534625,-87.550351535
41.83455132,-87.685225449
